CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
41156203,L'FONDA,MANHATTAN,2023,AMSTERDAM AVENUE,10032,9175211631,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/3/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,3/3/17,10/25/17,Cycle Inspection / Initial Inspection
41435037,SALIMAR,BRONX,357,EAST  138 STREET,10454,9179815492,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/20/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,13,A,4/20/17,10/25/17,Cycle Inspection / Re-inspection
50017111,J J SPORT RESTAURANT,BRONX,545,E 183RD ST,10458,7182951200,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7/20/17,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,73,Z,7/20/17,10/25/17,Cycle Inspection / Re-inspection
41300619,AMANECER LATINO RESTAURANT,QUEENS,9638,CORONA AVENUE,11368,7182711978,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/16/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,2/16/17,10/25/17,Cycle Inspection / Initial Inspection
50019158,PENETROS BAKERY & RESTAURANT,QUEENS,9001,31ST AVE,11369,7186722819,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/17/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,27,Z,8/17/17,10/25/17,Cycle Inspection / Re-inspection
50011217,MILENIO RESTAURANT BAR INC,QUEENS,9707,37TH AVE,11368,7186515870,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/23/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,10,A,1/23/17,10/25/17,Cycle Inspection / Initial Inspection
41418714,NUEVA AMBATENITA LA ESQUINA DEL SABOR,QUEENS,3924,108 STREET,11368,7184782215,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/17/17,Establishment re-opened by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,P,8/17/17,10/25/17,Cycle Inspection / Reopening Inspection
41401458,MOFONGO DEL VALLE,MANHATTAN,3340,BROADWAY,10031,2122818360,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/21/17,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,12,A,9/21/17,10/25/17,Cycle Inspection / Initial Inspection
40814991,CHARO RESTAURANT,QUEENS,9809,37 AVENUE,11368,7188984746,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/23/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,37,Z,10/23/17,10/25/17,Cycle Inspection / Re-inspection
41583783,EXCELENTE GIL CAFETERIA & RESTAURANT,BRONX,1206,STRATFORD AVENUE,10472,7188601349,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/30/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,22,Z,9/30/17,10/25/17,Cycle Inspection / Re-inspection
41309951,CABANA,MANHATTAN,1022,3 AVENUE,10065,2129805678,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/15/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,3/15/17,10/25/17,Cycle Inspection / Initial Inspection
50014192,LA POTENCIA RESTAURANT,BRONX,1898,JEROME AVE,10453,9178013200,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/20/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,37,Z,10/20/17,10/25/17,Cycle Inspection / Re-inspection
40844457,LA ISLA,BROOKLYN,4920,5 AVENUE,11220,7187489375,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/8/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,10,A,2/8/17,10/25/17,Cycle Inspection / Initial Inspection
40398658,CAFE 75 BAR,QUEENS,7518,ROOSEVELT AVENUE,11372,7184299810,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/4/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,5,A,2/4/17,10/25/17,Cycle Inspection / Re-inspection
50009899,CASA ADELA RESTAURANT,MANHATTAN,66,AVENUE C,10009,2124731882,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/30/17,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,18,B,1/30/17,10/25/17,Cycle Inspection / Re-inspection
41245444,EL VIEJO YAYO REST II,BROOKLYN,317,9 STREET,11215,7189657299,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/2/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,3/2/17,10/25/17,Cycle Inspection / Re-inspection
50017690,LA ESTRELLA DEL CASTILLO RESTAURANT,BROOKLYN,948,NOSTRAND AVE,11225,7183633387,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/31/17,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,20,B,8/31/17,10/25/17,Cycle Inspection / Re-inspection
50017111,J J SPORT RESTAURANT,BRONX,545,E 183RD ST,10458,7182951200,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7/20/17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,73,Z,7/20/17,10/25/17,Cycle Inspection / Re-inspection
50035066,EL PILON,BROOKLYN,1306,FLATBUSH AVE,11210,7184344582,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/20/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,27,B,1/20/17,10/25/17,Cycle Inspection / Re-inspection
40373500,VICTOR'S CAFE,MANHATTAN,236,WEST   52 STREET,10019,2125867714,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/28/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,2/28/17,10/25/17,Cycle Inspection / Initial Inspection
50058533,NEW FRANCISO RESTAURANT,MANHATTAN,59,AUDUBON AVE,10032,2125684040,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/26/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,8,A,4/26/17,10/25/17,Pre-permit (Operational) / Re-inspection
50006176,MAMA LUPE RESTAURANT,QUEENS,4219,102ND ST,11368,7186391495,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5/1/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,12,A,5/1/17,10/25/17,Cycle Inspection / Re-inspection
50011304,LA TRONCALENA LOUNGE & RESTAURANT,QUEENS,10210,37TH AVE,11368,3476171957,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7/25/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,7/25/17,10/25/17,Cycle Inspection / Initial Inspection
41485393,MY CORAL RESTAURANT,BROOKLYN,5401,4 AVENUE,11220,7184922009,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/26/17,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,4,A,1/26/17,10/25/17,Cycle Inspection / Re-inspection
41638047,BESO RESTAURANT AND BAR,BROOKLYN,370,LEWIS AVENUE,11233,3479152900,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/20/17,Establishment re-opened by DOHMH,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,2,Z,10/20/17,10/25/17,Cycle Inspection / Reopening Inspection
41218916,TINA'S RESTAURANT,MANHATTAN,23,WEST 56 STREET,10019,2123154313,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/17/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,9,A,2/17/17,10/25/17,Cycle Inspection / Initial Inspection
41504766,LA NUEVA COCINA RESTAURANT,BRONX,12,EAST KINGSBRIDGE ROAD,10468,7185617067,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/18/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,30,Z,10/18/17,10/25/17,Cycle Inspection / Re-inspection
41503176,CALI AJI CON SABOR RESTAURANT,QUEENS,9815,ASTORIA BOULEVARD,11369,7184768935,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/17/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,22,Z,10/17/17,10/25/17,Cycle Inspection / Re-inspection
41357172,JUSTINE RESTAURANT,BRONX,28,EAST 167 STREET,10452,7185382100,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/17/17,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,6,A,4/17/17,10/25/17,Cycle Inspection / Re-inspection
40744238,PICANTERIA EL BOTECITO,BRONX,151,BRUCKNER BOULEVARD,10454,7184017366,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5/16/17,Violations were cited in the following area(s).,06F,Wiping cloths soiled or not stored in sanitizing solution.,Critical,7,A,5/16/17,10/25/17,Cycle Inspection / Initial Inspection
50033769,NATIVIDAD RESTAURANT,QUEENS,3766,103RD ST,11368,3472040733,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/7/17,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,9,A,2/7/17,10/25/17,Cycle Inspection / Re-inspection
50049598,LAST STOP BAR & GRILL,BRONX,4609,WHITE PLAINS RD,10470,3474274543,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/3/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,4/3/17,10/25/17,Pre-permit (Operational) / Initial Inspection
50016323,D' MONTAZO RESTAURANT,BROOKLYN,216,WYCKOFF AVE,11237,7184973978,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/9/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,20,B,8/9/17,10/25/17,Cycle Inspection / Re-inspection
50044915,POLLO CAMPERO,BRONX,2450,GRAND CONCOURSE,10458,7189334261,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/12/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,10,A,1/12/17,10/25/17,Cycle Inspection / Initial Inspection
40388901,EL CASTILLO DE JAGUA REST,MANHATTAN,113,RIVINGTON STREET,10002,2129826412,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/7/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,9,A,4/7/17,10/25/17,Cycle Inspection / Initial Inspection
40999540,LA ESQUINA CRIOLLA,QUEENS,9467,CORONA AVENUE,11373,7186995579,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/28/17,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,12,A,2/28/17,10/25/17,Cycle Inspection / Initial Inspection
41014435,YOLI RESTAURANT,MANHATTAN,274,EAST    3 STREET,10009,2124201075,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/21/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,9,A,4/21/17,10/25/17,Cycle Inspection / Initial Inspection
50065350,THE XPRESS,BRONX,1863,WESTCHESTER AVE,10472,7188283088,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",7/10/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,12,A,7/10/17,10/25/17,Pre-permit (Operational) / Initial Inspection
41456053,LA ABUNDANCIA BAKERY AND RESTAURAN,QUEENS,7502,ROOSEVELT AVENUE,11372,7182055021,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/31/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,11,A,8/31/17,10/25/17,Cycle Inspection / Initial Inspection
50013605,CAPRI RESTAURANT,MANHATTAN,903,COLUMBUS AVE,10025,2122221304,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/5/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,8,A,4/5/17,10/25/17,Cycle Inspection / Re-inspection
41269825,EL QUINTO PINO,MANHATTAN,401,WEST   24 STREET,10011,2122066900,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/11/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,3/11/17,10/25/17,Cycle Inspection / Re-inspection
40665705,K'S CAFETERIA,QUEENS,4803,108 STREET,11368,7187600418,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/1/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,2/1/17,10/25/17,Cycle Inspection / Re-inspection
41299322,AMOR CUBANO,MANHATTAN,2018,3 AVENUE,10029,2129961220,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/20/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,23,Z,9/20/17,10/25/17,Cycle Inspection / Re-inspection
40394916,LA ISLA RESTAURANT,BROOKLYN,293,BROADWAY,11211,7183871605,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/5/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,12,A,4/5/17,10/25/17,Cycle Inspection / Re-inspection
50007857,DON PANCHOLO LECHONERA RESTAURANT,BRONX,2037,JEROME AVE,10453,7185832979,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/14/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,6/14/17,10/25/17,Cycle Inspection / Re-inspection
41624716,CLOISTERS GRILL,MANHATTAN,7,HENSHAW STREET,10034,2129421580,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/19/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,8,A,6/19/17,10/25/17,Cycle Inspection / Initial Inspection
50014309,LA TORRE RESTAURANT & BAR,BRONX,610,E 183RD ST,10458,6463632798,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/2/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,A,3/2/17,10/25/17,Cycle Inspection / Re-inspection
41721760,ALEX LUNCHEONETTE,BROOKLYN,685,KNICKERBOCKER AVENUE,11221,7184179465,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/16/17,Violations were cited in the following area(s).,04K,Evidence of rats or live rats present in facility's food and/or non-food areas.,Critical,9,A,3/16/17,10/25/17,Cycle Inspection / Initial Inspection
41247333,DELICIAS MANABITAS RESTAURANT,QUEENS,4205,35 AVENUE,11101,7183492302,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/9/17,Establishment re-opened by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,P,6/9/17,10/25/17,Cycle Inspection / Reopening Inspection
41101663,EL VALLE RESTAURANT,BRONX,1000,WESTCHESTER AVENUE,10459,7188608300,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/18/17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,14,B,8/18/17,10/25/17,Cycle Inspection / Re-inspection
41554280,THE PASTELILLOS HOUSE & DELI,BRONX,613,EAST  138 STREET,10454,7182921540,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",5/30/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,A,5/30/17,10/25/17,Cycle Inspection / Initial Inspection
50011380,SOUTHSIDE CAFE (Produce Market),BRONX,300C,HUNTS POINT TERMINAL MARKET,10474,7183784045,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/14/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,10,A,4/14/17,10/25/17,Cycle Inspection / Re-inspection
41170072,EL VINCENTINO RESTAURANTE SALVADORENO,QUEENS,4337,162 STREET,11358,7188867825,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/7/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,13,A,9/7/17,10/25/17,Cycle Inspection / Initial Inspection
40658358,EL CARAMELO COFFEE SHOP,QUEENS,9927,43 AVENUE,11368,3479382599,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/19/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,12,A,1/19/17,10/25/17,Cycle Inspection / Re-inspection
50039779,LITTLE MICHAEL'S DELI & SALAD BAR,BRONX,12,E GUN HILL RD,10467,7182317040,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/1/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,20,B,6/1/17,10/25/17,Cycle Inspection / Re-inspection
50019158,PENETROS BAKERY & RESTAURANT,QUEENS,9001,31ST AVE,11369,7186722819,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/17/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,27,Z,8/17/17,10/25/17,Cycle Inspection / Re-inspection
41366292,CARIDAD RESTAURANT,BRONX,51,EAST  170 STREET,10452,7186810003,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/10/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,41,Z,10/10/17,10/25/17,Cycle Inspection / Re-inspection
50001125,AMBY'S RESTAURANT,BROOKLYN,46,RALPH AVENUE,11221,7188130707,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/5/17,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,26,Z,10/5/17,10/25/17,Cycle Inspection / Re-inspection
50017286,MR. POLLO #1,QUEENS,4220,BELL BLVD,11361,7182293064,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/28/17,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,12,A,8/28/17,10/25/17,Cycle Inspection / Initial Inspection
41240850,CHRISTOPHER'S PALACE,BROOKLYN,1258,MYRTLE AVENUE,11221,7182164192,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/22/17,Violations were cited in the following area(s).,08C,Pesticide use not in accordance with label or applicable laws. Prohibited chemical used/stored. Open bait station used.,Not Critical,9,A,9/22/17,10/25/17,Cycle Inspection / Initial Inspection
50005893,LA ABUNDANCIA,QUEENS,8826,37TH AVE,11372,7188035201,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/17/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,7,A,3/17/17,10/25/17,Cycle Inspection / Re-inspection
41221268,INTERNATIONAL COFFEE SHOP,QUEENS,5940,MYRTLE AVENUE,11385,7183660904,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/6/17,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,7,A,1/6/17,10/25/17,Cycle Inspection / Initial Inspection
41401458,MOFONGO DEL VALLE,MANHATTAN,3340,BROADWAY,10031,2122818360,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/21/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,12,A,9/21/17,10/25/17,Cycle Inspection / Initial Inspection
41596546,MARGON RESTAURANT,MANHATTAN,136,WEST   46 STREET,10036,2123545013,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/16/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,13,A,3/16/17,10/25/17,Cycle Inspection / Re-inspection
50000956,LA CHOZA DEL GORDO,QUEENS,41-05,NORTHERN BLVD,11101,7187070370,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/14/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Ã‚Âº F.,Critical,16,B,2/14/17,10/25/17,Cycle Inspection / Re-inspection
41593751,RINCONCITO PAISA-COLOMBIAN BAKERY & RESTAURANT,STATEN ISLAND,1976,FOREST AVENUE,10303,7184420880,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",2/7/17,Violations were cited in the following area(s).,09C,Food contact surface not properly maintained.,Not Critical,9,A,2/7/17,10/25/17,Cycle Inspection / Re-inspection
40396230,QUEENS COFFEE SHOP,QUEENS,10880,ROOSEVELT AVENUE,11368,7184293552,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/24/17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,27,B,8/24/17,10/25/17,Cycle Inspection / Re-inspection
40866951,MI SUENO RESTAURANT,BRONX,152,WEST FORDHAM ROAD,10468,7183295422,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",8/9/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,9,A,8/9/17,10/25/17,Cycle Inspection / Initial Inspection
40645073,LA SABROSURA,BRONX,25,EAST  170 STREET,10452,7182937891,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/15/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Ã‚Âº F (smoked fish and reduced oxygen packaged foods above 38 Ã‚ÂºF) except during necessary preparation.,Critical,35,C,3/15/17,10/25/17,Cycle Inspection / Re-inspection
40735273,EL PARAISO BAR & RESTAURANT,QUEENS,9910,37 AVENUE,11368,9173097766,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/17/17,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Ã‚Âº F to 70Ã‚Âº F or less within 2 hours, and from 70Ã‚Âº F to 41Ã‚Âº F or less within 4 additional hours.",Critical,19,B,6/17/17,10/25/17,Cycle Inspection / Re-inspection
41357172,JUSTINE RESTAURANT,BRONX,28,EAST 167 STREET,10452,7185382100,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/17/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,6,A,4/17/17,10/25/17,Cycle Inspection / Re-inspection
40645073,LA SABROSURA,BRONX,25,EAST  170 STREET,10452,7182937891,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/15/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,35,C,3/15/17,10/25/17,Cycle Inspection / Re-inspection
41123001,SAZON PEREZ RESTAURANT,BROOKLYN,417,SOUTH    4 STREET,11211,7182187993,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",4/12/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,13,A,4/12/17,10/25/17,Cycle Inspection / Initial Inspection
