CAMIS,DBA,BORO,BUILDING,STREET,ZIPCODE,PHONE,CUISINE DESCRIPTION,INSPECTION DATE,ACTION,VIOLATION CODE,VIOLATION DESCRIPTION,CRITICAL FLAG,SCORE,GRADE,GRADE DATE,RECORD DATE,INSPECTION TYPE
50044942,FOGON LATINO BAR RESTAURANT,QUEENS,9425,37TH AVE,11372,9179510168,Mexican,8/14/17,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,37,C,8/14/17,12/1/17,Cycle Inspection / Re-inspection
50000976,MADE IN MEXICO,MANHATTAN,3950,10TH AVE,10034,6467264849,Mexican,3/15/16,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,41,C,3/15/16,12/1/17,Cycle Inspection / Re-inspection
41706171,TARO ASIAN FOOD RESTAURANT,BROOKLYN,7109,13 AVENUE,11228,7182324680,Chinese,1/10/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,57,C,1/10/17,12/1/17,Cycle Inspection / Re-inspection
41719158,LOBSTER HOUSE,QUEENS,9525,QUEENS BOULEVARD,11374,7188968811,Asian,10/14/15,Violations were cited in the following area(s).,10I,"Single service item reused, improperly stored, dispensed; not used when required.",Not Critical,34,C,10/14/15,12/1/17,Cycle Inspection / Re-inspection
41704239,GOLDEN DRAGON RESTAURANT,BROOKLYN,4413,NEW UTRECHT AVE,11219,7188714753,Chinese,9/9/14,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,37,C,9/9/14,12/1/17,Cycle Inspection / Re-inspection
41327097,SURFSIDE BAGELS,QUEENS,9511,ROCKAWAY BEACH BOULEVARD,11693,7186343196,Bagels/Pretzels,7/13/15,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,31,C,7/13/15,12/1/17,Cycle Inspection / Re-inspection
41288951,HI THAI,MANHATTAN,123,LUDLOW STREET,10002,2126777624,Thai,10/28/14,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,38,C,10/28/14,12/1/17,Cycle Inspection / Re-inspection
50035066,EL PILON,BROOKLYN,1306,FLATBUSH AVE,11210,7184344582,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/21/16,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,34,C,6/21/16,12/1/17,Cycle Inspection / Re-inspection
41149373,EMPIRE COLOMBUS,MANHATTAN,193,COLUMBUS AVENUE,10023,2124968778,Chinese/Japanese,8/25/16,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,50,C,8/25/16,12/1/17,Cycle Inspection / Re-inspection
50044351,HAPPY HOT HUNAN RESTAURANT,MANHATTAN,969,AMSTERDAM AVE,10025,2125311788,Chinese,9/28/16,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,33,C,9/28/16,12/1/17,Cycle Inspection / Re-inspection
50012278,MAMI RESTAURANT,MANHATTAN,1830,AMSTERDAM AVE,10031,2125107481,Spanish,7/9/15,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,32,C,7/9/15,12/1/17,Cycle Inspection / Re-inspection
40827287,AJISEN RAMEN,MANHATTAN,14,MOTT STREET,10013,2122679680,Japanese,4/21/15,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,32,C,4/21/15,12/1/17,Cycle Inspection / Re-inspection
50046141,KENNEDY FRIED CHICKEN,BROOKLYN,411,UTICA AVE,11213,7184840440,Chicken,10/31/16,Violations were cited in the following area(s).,05H,"No facilities available to wash, rinse and sanitize utensils and/or equipment.",Critical,33,C,10/31/16,12/1/17,Pre-permit (Operational) / Re-inspection
41692971,B BO SING BAKERY,BROOKLYN,6625,BAY PARKWAY,11204,7186212722,Bakery,4/11/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,32,C,4/11/17,12/1/17,Cycle Inspection / Re-inspection
41497493,EDDY'S EATS,MANHATTAN,379,PARK AVENUE SOUTH,10016,2126854901,American,6/12/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,29,C,6/12/17,12/1/17,Cycle Inspection / Re-inspection
41203533,GREAT TASTE BAKERY,MANHATTAN,3335,CATHERINE STREET,10038,6466424110,Bakery,9/15/16,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,34,C,9/15/16,12/1/17,Cycle Inspection / Re-inspection
41320401,EL MANANTIAL BAKERY,MANHATTAN,1220,SAINT NICHOLAS AVE,10032,2127950045,Bakery,9/2/14,Violations were cited in the following area(s).,04J,"Appropriately scaled metal stem-type thermometer or thermocouple not provided or used to evaluate temperatures of potentially hazardous foods during cooking, cooling, reheating and holding.",Critical,28,C,9/2/14,12/1/17,Cycle Inspection / Re-inspection
50044108,CARIBBEAN GRILL,BRONX,1294,WESTCHESTER AVE,10459,7189753400,Caribbean,10/26/16,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,35,C,10/26/16,12/1/17,Cycle Inspection / Re-inspection
50009808,PIO PIO BROOKLYN,BROOKLYN,282,KINGS HWY,11223,7186273744,Spanish,8/25/16,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,30,C,8/25/16,12/1/17,Cycle Inspection / Re-inspection
50058745,RICO CHIMI BROOKLYN,BROOKLYN,2928,ATLANTIC AVE,11207,3477157272,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",6/23/17,Violations were cited in the following area(s).,02B,Hot food item not held at or above 140Âº F.,Critical,29,C,6/23/17,12/1/17,Pre-permit (Operational) / Re-inspection
50004674,KORI TRIBECA,MANHATTAN,253,CHURCH ST,10013,2123340908,Korean,11/5/15,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,35,C,11/5/15,12/1/17,Cycle Inspection / Re-inspection
41304667,LOS 3 POTRILLOS,BROOKLYN,1004,4 AVENUE,11232,7187888484,Mexican,5/21/15,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,39,C,5/21/15,12/1/17,Cycle Inspection / Re-inspection
50018295,CRANBERRY,QUEENS,2802,42ND ROAD,11101,7187842784,American,8/31/16,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,43,C,8/31/16,12/1/17,Cycle Inspection / Re-inspection
50039150,RESTAURANT TATIANA,BROOKLYN,3152,BRIGHTON 6TH ST,11235,7188915151,Russian,8/25/15,Violations were cited in the following area(s).,06E,"Sanitized equipment or utensil, including in-use food dispensing utensil, improperly used or stored.",Critical,35,C,8/25/15,12/1/17,Pre-permit (Operational) / Re-inspection
41432356,QUICK STOP DELI,QUEENS,6806,ROOSEVELT AVENUE,11377,3474488273,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",9/13/17,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,61,C,9/13/17,12/1/17,Cycle Inspection / Re-inspection
41539257,FOO KEE SEAFOOD RESTAURANT,QUEENS,13614,38 AVENUE,11354,7183580666,Chinese,12/29/14,Violations were cited in the following area(s).,04M,Live roaches present in facility's food and/or non-food areas.,Critical,54,C,12/29/14,12/1/17,Cycle Inspection / Re-inspection
50019034,YUMMY SZECHUAN HOUSE,QUEENS,4026,UNION ST,11354,7188867885,Chinese,7/13/15,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,30,C,7/13/15,12/1/17,Cycle Inspection / Re-inspection
41050494,DOMINO'S,QUEENS,815,ONDERDONK AVENUE,11385,7183268686,Pizza,8/24/16,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,51,C,8/24/16,12/1/17,Cycle Inspection / Re-inspection
41643104,LHASA FAST FOOD,QUEENS,3750,74TH ST,11372,3479526934,Other,8/31/15,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,34,C,8/31/15,12/1/17,Cycle Inspection / Re-inspection
41327097,SURFSIDE BAGELS,QUEENS,9511,ROCKAWAY BEACH BOULEVARD,11693,7186343196,Bagels/Pretzels,7/13/15,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,31,C,7/13/15,12/1/17,Cycle Inspection / Re-inspection
50044658,NOODLEFAN,STATEN ISLAND,1809,VICTORY BLVD,10314,7187277499,Thai,2/23/17,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,44,C,2/23/17,12/1/17,Cycle Inspection / Re-inspection
50017648,KING FOOD,MANHATTAN,2036,2ND AVE,10029,2124270144,Chinese,10/4/16,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,30,C,10/4/16,12/1/17,Cycle Inspection / Re-inspection
50012298,KUZINA,STATEN ISLAND,1458,HYLAN BLVD,10305,7189804744,Greek,4/12/16,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,30,C,4/12/16,12/1/17,Pre-permit (Operational) / Re-inspection
41689407,NORTHERN MANOR,QUEENS,25113,NORTHERN BLVD,11362,7182811500,Chinese,8/4/15,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,40,C,8/4/15,12/1/17,Cycle Inspection / Re-inspection
40620726,NINO'S RESTAURANT,MANHATTAN,1354,1 AVENUE,10021,2129880002,Italian,5/27/15,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,45,C,5/27/15,12/1/17,Cycle Inspection / Re-inspection
41441238,JOU JOU CAFE (Presbyterian hospital),MANHATTAN,3959,BROADWAY,10032,2123428489,American,4/23/15,Violations were cited in the following area(s).,04D,"Food worker does not wash hands thoroughly after using the toilet, coughing, sneezing, smoking, eating, preparing raw foods or otherwise contaminating hands.",Critical,34,C,4/23/15,12/1/17,Cycle Inspection / Re-inspection
50010859,RETRO GRILL,BROOKLYN,2556,CONEY ISLAND AVE,11223,7185131919,Jewish/Kosher,9/5/17,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,35,C,9/5/17,12/1/17,Cycle Inspection / Re-inspection
41260427,658 KINGS DELI,STATEN ISLAND,658,NEW DORP LANE,10306,7189875959,Delicatessen,11/22/16,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,29,C,11/22/16,12/1/17,Cycle Inspection / Re-inspection
40790869,MR. WONTON,BROOKLYN,73,7 AVENUE,11217,7183987088,Chinese,1/11/16,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,36,C,1/11/16,12/1/17,Cycle Inspection / Re-inspection
40825792,ITALIAN VILLAGE RESTAURANT PIZZERIA,MANHATTAN,1526,1 AVENUE,10075,2125355950,Pizza/Italian,11/19/14,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,36,C,11/19/14,12/1/17,Cycle Inspection / Re-inspection
41648187,EL NUEVO SANDY RESTAURANT,MANHATTAN,2261,2 AVENUE,10035,2123488654,Spanish,5/19/14,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,41,C,5/19/14,12/1/17,Cycle Inspection / Re-inspection
41614445,SKINNY'S CANTINA,QUEENS,4705,CENTER BOULEVARD,11109,7188061068,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",1/26/17,Violations were cited in the following area(s).,10H,Proper sanitization not provided for utensil ware washing operation.,Not Critical,38,C,1/26/17,12/1/17,Cycle Inspection / Re-inspection
50007216,LA BONANZA BAKERY,QUEENS,9314,LIBERTY AVE,11417,7188486438,Bakery,10/31/14,Violations were cited in the following area(s).,04H,"Raw, cooked or prepared food is adulterated, contaminated, cross-contaminated, or not discarded in accordance with HACCP plan.",Critical,42,C,10/31/14,12/1/17,Cycle Inspection / Re-inspection
50056021,LAVA KITCHEN,MANHATTAN,2656,BROADWAY,10025,7184899917,Chinese,3/8/17,Establishment re-opened by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,C,3/8/17,12/1/17,Pre-permit (Operational) / Reopening Inspection
50001627,KANG HO DONG BAEK JEONG,QUEENS,152-12,NORTHERN BLVD,11354,7188868645,Korean,7/6/17,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,48,C,7/6/17,12/1/17,Cycle Inspection / Re-inspection
50017990,DENNY'S,BROOKLYN,805,PENNSYLVANIA AVE,11207,7182720301,American,2/24/17,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,37,C,2/24/17,12/1/17,Cycle Inspection / Re-inspection
41648187,EL NUEVO SANDY RESTAURANT,MANHATTAN,2261,2 AVENUE,10035,2123488654,Spanish,6/13/16,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,30,C,6/13/16,12/1/17,Cycle Inspection / Re-inspection
41623638,RINCONCITO TEPEYAC,BRONX,381,EAST  138 STREET,10454,7184018314,Mexican,8/28/15,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,53,C,8/28/15,12/1/17,Cycle Inspection / Re-inspection
50036787,A WIN XIN KITCHEN,BROOKLYN,615,WILSON AVE,11207,7189191571,Chinese,8/9/16,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,41,C,8/9/16,12/1/17,Cycle Inspection / Re-inspection
40392685,DOJO RESTAURANT,MANHATTAN,10,WEST 4 STREET,10012,2125058934,Japanese,1/26/15,Violations were cited in the following area(s).,04C,Food worker does not use proper utensil to eliminate bare hand contact with food that will not receive adequate additional heat treatment.,Critical,48,C,1/26/15,12/1/17,Cycle Inspection / Re-inspection
40603743,ROSSVILLE PIZZERIA,STATEN ISLAND,960,BLOOMINGDALE ROAD,10309,7182274444,Pizza/Italian,6/29/17,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,35,C,6/29/17,12/1/17,Cycle Inspection / Re-inspection
41575141,TULCIMEX DELI RESTAURANT,BRONX,2559,BOSTON ROAD,10467,3478437997,Tex-Mex,10/12/17,Violations were cited in the following area(s).,04A,Food Protection Certificate not held by supervisor of food operations.,Critical,32,C,10/12/17,12/1/17,Cycle Inspection / Re-inspection
41361564,NAN XIANG XIAO LONG BAO RESTAURANT,QUEENS,3812,PRINCE STREET,11354,7183213838,Chinese,9/15/14,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,34,C,9/15/14,12/1/17,Cycle Inspection / Re-inspection
41351011,CABRINI 181,MANHATTAN,854,WEST  181 STREET,10033,2129232233,American,4/22/15,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,32,C,4/22/15,12/1/17,Cycle Inspection / Re-inspection
41241694,EL NUEVO AMANECER RESTAURANT,MANHATTAN,3666,BROADWAY,10031,2128629280,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",3/7/16,Violations were cited in the following area(s).,08A,Facility not vermin proof. Harborage or conditions conducive to attracting vermin to the premises and/or allowing vermin to exist.,Not Critical,33,C,3/7/16,12/1/17,Cycle Inspection / Re-inspection
50057424,WLJ CAFE,QUEENS,7700,QUEENS BLVD,11373,7188039088,Chinese,10/10/17,Violations were cited in the following area(s).,10B,Plumbing not properly installed or maintained; anti-siphonage or backflow prevention device not provided where required; equipment or floor not properly drained; sewage disposal system in disrepair or not functioning properly.,Not Critical,34,C,10/10/17,12/1/17,Cycle Inspection / Re-inspection
50034908,MADISON SQUARE TAVERN,MANHATTAN,150,W 30TH ST,10001,2122440410,American,11/15/16,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,31,C,11/15/16,12/1/17,Cycle Inspection / Re-inspection
41050494,DOMINO'S,QUEENS,815,ONDERDONK AVENUE,11385,7183268686,Pizza,8/24/16,Violations were cited in the following area(s).,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,51,C,8/24/16,12/1/17,Cycle Inspection / Re-inspection
41471053,MEME MEDITERRANEAN,MANHATTAN,581,HUDSON STREET,10014,6466928450,Mediterranean,10/22/14,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,28,C,10/22/14,12/1/17,Cycle Inspection / Re-inspection
40879245,GRAND HYATT NEW YORK HOTEL,MANHATTAN,0,@ GRAND CENTRAL,10017,6462136774,American,1/15/15,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,40,C,1/15/15,12/1/17,Cycle Inspection / Re-inspection
41026945,NEW DAWN RESTAURANT,QUEENS,4021,22 STREET,11101,7187865673,American,4/28/15,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,33,C,4/28/15,12/1/17,Cycle Inspection / Re-inspection
41232102,CHUCK E. CHEESE'S,MANHATTAN,280,ST NICHOLAS AVENUE,10027,2122229772,Pizza,8/30/16,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,35,C,8/30/16,12/1/17,Cycle Inspection / Re-inspection
50035784,BIG WONG RESTAURANT,MANHATTAN,67,MOTT ST,10013,2129640540,Chinese,7/22/15,Violations were cited in the following area(s).,10A,"Toilet facility not maintained and provided with toilet paper, waste receptacle and self-closing door.",Not Critical,34,C,7/22/15,12/1/17,Pre-permit (Operational) / Re-inspection
50002504,CASELLA BAGEL COFFEE SHOP,BROOKLYN,66,WILLOUGHBY ST,11201,7185225641,American,3/12/14,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,35,C,3/12/14,12/1/17,Cycle Inspection / Re-inspection
41231660,LAS MARAVILLAS DE MEXICO RESTAURANT,BRONX,1113,BEDFORD PARK BOULEVARD,10468,7185843455,Mexican,7/30/15,Establishment re-opened by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,4,C,7/30/15,12/1/17,Cycle Inspection / Reopening Inspection
41164793,LATINO'S BAR & GRILL RESTAURANT,MANHATTAN,3864,BROADWAY,10032,2127401313,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",11/6/15,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,31,C,11/6/15,12/1/17,Cycle Inspection / Re-inspection
41344075,SONNIER & CASTLE,MANHATTAN,554,WEST   48 STREET,10036,2129576481,American,7/19/17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,33,C,7/19/17,12/1/17,Cycle Inspection / Re-inspection
50053452,BLACK IRIS,BROOKLYN,228,DEKALB AVE,11205,7188525556,Mediterranean,10/12/17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,31,C,10/12/17,12/1/17,Cycle Inspection / Re-inspection
41561100,SOPHIE'S CUBAN CUISINE,MANHATTAN,96,CHAMBERS STREET,10007,2126089900,Spanish,12/8/16,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,42,C,12/8/16,12/1/17,Cycle Inspection / Re-inspection
50052103,BABY BRASA,MANHATTAN,129,ALLEN ST,10002,9173748085,Peruvian,8/22/16,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,32,C,8/22/16,12/1/17,Pre-permit (Operational) / Re-inspection
50016943,EL NUEVO ROBLE BILLIARDS,BRONX,216,E 170TH ST,10456,3478206981,Spanish,1/9/17,Violations were cited in the following area(s).,04D,"Food worker does not wash hands thoroughly after using the toilet, coughing, sneezing, smoking, eating, preparing raw foods or otherwise contaminating hands.",Critical,32,C,1/9/17,12/1/17,Cycle Inspection / Re-inspection
41144024,RIDGEWAY DINER,MANHATTAN,664,6 AVENUE,10010,2127410096,American,3/1/16,Violations were cited in the following area(s).,06B,"Tobacco use, eating, or drinking from open container in food preparation, food storage or dishwashing area observed.",Critical,37,C,3/1/16,12/1/17,Cycle Inspection / Re-inspection
41011887,THE CITY BAKERY,MANHATTAN,3,WEST   18 STREET,10011,2123661414,American,10/27/17,Violations were cited in the following area(s).,02H,"Food not cooled by an approved method whereby the internal product temperature is reduced from 140Âº F to 70Âº F or less within 2 hours, and from 70Âº F to 41Âº F or less within 4 additional hours.",Critical,49,C,10/27/17,12/1/17,Cycle Inspection / Re-inspection
41340129,TACOS EL PAISANITO RESTAURANT,BRONX,202,WEST FORDHAM ROAD,10468,7183290278,Mexican,4/1/16,Violations were cited in the following area(s).,04L,Evidence of mice or live mice present in facility's food and/or non-food areas.,Critical,29,C,4/1/16,12/1/17,Cycle Inspection / Re-inspection
50048222,CARIBBEAN FIESTA,MANHATTAN,1544,MADISON AVE,10029,2128311400,Caribbean,10/10/17,Violations were cited in the following area(s).,06C,"Food not protected from potential source of contamination during storage, preparation, transportation, display or service.",Critical,43,C,10/10/17,12/1/17,Cycle Inspection / Re-inspection
50009773,LAS LUNITAS,BROOKLYN,195,STANHOPE ST,11237,7184839037,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)",10/26/16,Establishment re-opened by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,2,C,10/26/16,12/1/17,Cycle Inspection / Reopening Inspection
41263738,MEXICAN FAST FOOD,BRONX,2620,JEROME AVENUE,10468,7184503698,Mexican,6/2/16,Violations were cited in the following area(s).,06D,"Food contact surface not properly washed, rinsed and sanitized after each use and following any activity when contamination may have occurred.",Critical,33,C,6/2/16,12/1/17,Cycle Inspection / Re-inspection
50065197,NAMASTE NEPAL,QUEENS,4316,QUEENS BLVD,11104,3478088100,Asian,9/7/17,Violations were cited in the following area(s).,04N,"Filth flies or food/refuse/sewage-associated (FRSA) flies present in facilitys food and/or non-food areas. Filth flies include house flies, little house flies, blow flies, bottle flies and flesh flies. Food/refuse/sewage-associated flies include fruit flies, drain flies and Phorid flies.",Critical,51,C,9/7/17,12/1/17,Pre-permit (Operational) / Re-inspection
41517559,LAS BANDERAS SPORT BAR,BRONX,1710,UNIVERSITY AVENUE,10453,3477918835,Spanish,3/13/14,Establishment re-opened by DOHMH,10F,"Non-food contact surface improperly constructed. Unacceptable material used. Non-food contact surface or equipment improperly maintained and/or not properly sealed, raised, spaced or movable to allow accessibility for cleaning on all sides, above and underneath the unit.",Not Critical,3,C,3/13/14,12/1/17,Cycle Inspection / Reopening Inspection
50001037,LI WAN RESTAURANT,QUEENS,6428,METROPOLITAN AVE,11379,7184170808,Chinese,8/18/15,Violations were cited in the following area(s).,02G,Cold food item held above 41Âº F (smoked fish and reduced oxygen packaged foods above 38 ÂºF) except during necessary preparation.,Critical,45,C,8/18/15,12/1/17,Cycle Inspection / Re-inspection
